l_f	r_f	l_hyaw_out	l_hrol_out	l_hpit_out	l_knee_out	l_apit_out	r_hyaw_out	r_hrol_out	r_hpit_out	r_knee_out	r_apit_out	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	
2.098238	2.915644	0.195454	-0.160220	0.313039	0.373124	0.418797	-0.092443	-0.163099	0.174009	-0.185316	0.336238	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.124166	0.003099	0.027760	0.236631	0.061516	0.034582	0.036734	-0.180727	-0.281945	0.165446	0.013448	0.004002	0.020472	0.008116	-0.061736	-0.009652	-0.001117	0.016787	-0.010011	0.002384	0.028223	-0.001862	0.020484	-0.087689	0.014756	-0.023006	-0.000826	0.042220	0.064761	-0.026904	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.121310	0.003794	0.030709	0.238160	0.058578	0.033497	0.036991	-0.180130	-0.282000	0.166825	0.006230	0.002727	0.019844	0.008838	-0.071430	-0.005851	-0.000926	0.016335	-0.007631	0.006520	0.028201	-0.004158	0.022800	-0.086394	0.014149	-0.022658	0.001224	0.044809	0.068064	-0.023930	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119624	0.004216	0.032292	0.239387	0.045485	0.033014	0.037301	-0.175189	-0.281720	0.169936	0.013884	0.000040	0.015594	0.017634	-0.062279	-0.010007	-0.001488	0.016988	-0.007044	0.022288	0.029726	-0.006864	0.025647	-0.082627	0.033976	-0.023017	0.000286	0.042939	0.067228	-0.029791	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.049128	2.894835	0.125940	-0.058259	0.213633	0.088534	-0.138042	-0.094245	-0.115172	0.077173	-0.145453	0.802639	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.121310	0.003794	0.030709	0.238160	0.058578	0.033497	0.036991	-0.180130	-0.282000	0.166825	0.006230	0.002727	0.019844	0.008838	-0.071430	-0.005851	-0.000926	0.016335	-0.007631	0.006520	0.028201	-0.004158	0.022800	-0.086394	0.014149	-0.022658	0.001224	0.044809	0.068064	-0.023930	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119624	0.004216	0.032292	0.239387	0.045485	0.033014	0.037301	-0.175189	-0.281720	0.169936	0.013884	0.000040	0.015594	0.017634	-0.062279	-0.010007	-0.001488	0.016988	-0.007044	0.022288	0.029726	-0.006864	0.025647	-0.082627	0.033976	-0.023017	0.000286	0.042939	0.067228	-0.029791	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116331	0.004284	0.036195	0.242104	0.036057	0.032238	0.037541	-0.172722	-0.281543	0.173563	0.015347	-0.000112	0.024242	0.017467	-0.036239	-0.007631	-0.000265	0.010772	-0.009080	0.021422	0.029548	-0.009486	0.026733	-0.079398	0.050078	-0.023715	-0.002553	0.043245	0.064097	-0.028060	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.049128	2.894835	0.125940	-0.058259	0.213633	0.088534	-0.138042	-0.094245	-0.115172	0.077173	-0.145453	0.802639	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.121310	0.003794	0.030709	0.238160	0.058578	0.033497	0.036991	-0.180130	-0.282000	0.166825	0.006230	0.002727	0.019844	0.008838	-0.071430	-0.005851	-0.000926	0.016335	-0.007631	0.006520	0.028201	-0.004158	0.022800	-0.086394	0.014149	-0.022658	0.001224	0.044809	0.068064	-0.023930	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119624	0.004216	0.032292	0.239387	0.045485	0.033014	0.037301	-0.175189	-0.281720	0.169936	0.013884	0.000040	0.015594	0.017634	-0.062279	-0.010007	-0.001488	0.016988	-0.007044	0.022288	0.029726	-0.006864	0.025647	-0.082627	0.033976	-0.023017	0.000286	0.042939	0.067228	-0.029791	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116331	0.004284	0.036195	0.242104	0.036057	0.032238	0.037541	-0.172722	-0.281543	0.173563	0.015347	-0.000112	0.024242	0.017467	-0.036239	-0.007631	-0.000265	0.010772	-0.009080	0.021422	0.029548	-0.009486	0.026733	-0.079398	0.050078	-0.023715	-0.002553	0.043245	0.064097	-0.028060	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.082345	2.874524	0.053065	0.028381	0.116245	-0.124674	-0.648510	-0.029101	-0.026011	-0.093874	-0.365082	0.699146	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119624	0.004216	0.032292	0.239387	0.045485	0.033014	0.037301	-0.175189	-0.281720	0.169936	0.013884	0.000040	0.015594	0.017634	-0.062279	-0.010007	-0.001488	0.016988	-0.007044	0.022288	0.029726	-0.006864	0.025647	-0.082627	0.033976	-0.023017	0.000286	0.042939	0.067228	-0.029791	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116331	0.004284	0.036195	0.242104	0.036057	0.032238	0.037541	-0.172722	-0.281543	0.173563	0.015347	-0.000112	0.024242	0.017467	-0.036239	-0.007631	-0.000265	0.010772	-0.009080	0.021422	0.029548	-0.009486	0.026733	-0.079398	0.050078	-0.023715	-0.002553	0.043245	0.064097	-0.028060	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113103	0.004176	0.041241	0.247882	0.028404	0.030896	0.037475	-0.170581	-0.279787	0.182358	0.017238	-0.000825	0.007659	0.011518	-0.018978	-0.004951	-0.001190	0.002822	0.005373	0.039481	0.028421	-0.010350	0.025250	-0.083699	0.055429	-0.023945	-0.004409	0.042391	0.059915	-0.023468	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.159274	2.855883	0.059397	0.068663	-0.082185	-0.154160	-0.597762	0.061217	0.042275	-0.281681	-0.526489	-0.165911	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116331	0.004284	0.036195	0.242104	0.036057	0.032238	0.037541	-0.172722	-0.281543	0.173563	0.015347	-0.000112	0.024242	0.017467	-0.036239	-0.007631	-0.000265	0.010772	-0.009080	0.021422	0.029548	-0.009486	0.026733	-0.079398	0.050078	-0.023715	-0.002553	0.043245	0.064097	-0.028060	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113103	0.004176	0.041241	0.247882	0.028404	0.030896	0.037475	-0.170581	-0.279787	0.182358	0.017238	-0.000825	0.007659	0.011518	-0.018978	-0.004951	-0.001190	0.002822	0.005373	0.039481	0.028421	-0.010350	0.025250	-0.083699	0.055429	-0.023945	-0.004409	0.042391	0.059915	-0.023468	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.110180	0.004139	0.043292	0.250153	0.024571	0.029561	0.037204	-0.169862	-0.279241	0.189425	0.005911	0.000150	0.011235	0.002897	-0.024231	-0.006427	-0.003143	-0.001812	-0.000161	0.026980	0.026089	-0.009996	0.024496	-0.087360	0.052029	-0.022934	-0.004427	0.040625	0.055298	-0.022737	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.212193	2.913976	0.001228	0.119367	-0.303362	-0.118997	-0.964015	0.167980	0.121897	-0.702474	-0.491120	-1.393831	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113103	0.004176	0.041241	0.247882	0.028404	0.030896	0.037475	-0.170581	-0.279787	0.182358	0.017238	-0.000825	0.007659	0.011518	-0.018978	-0.004951	-0.001190	0.002822	0.005373	0.039481	0.028421	-0.010350	0.025250	-0.083699	0.055429	-0.023945	-0.004409	0.042391	0.059915	-0.023468	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.110180	0.004139	0.043292	0.250153	0.024571	0.029561	0.037204	-0.169862	-0.279241	0.189425	0.005911	0.000150	0.011235	0.002897	-0.024231	-0.006427	-0.003143	-0.001812	-0.000161	0.026980	0.026089	-0.009996	0.024496	-0.087360	0.052029	-0.022934	-0.004427	0.040625	0.055298	-0.022737	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.108795	0.004131	0.044720	0.251019	0.019685	0.028882	0.037020	-0.170396	-0.279860	0.193358	0.005477	-0.000334	0.003217	-0.005643	-0.036971	-0.002039	-0.001478	-0.009254	-0.013277	0.006537	0.026486	-0.007930	0.020604	-0.092848	0.038995	-0.020420	-0.002976	0.032715	0.040132	-0.031644	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.218553	2.935458	0.137571	0.168591	-0.244702	0.050120	-0.675662	0.213264	0.160432	-0.659549	-0.004954	-2.127949	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.110180	0.004139	0.043292	0.250153	0.024571	0.029561	0.037204	-0.169862	-0.279241	0.189425	0.005911	0.000150	0.011235	0.002897	-0.024231	-0.006427	-0.003143	-0.001812	-0.000161	0.026980	0.026089	-0.009996	0.024496	-0.087360	0.052029	-0.022934	-0.004427	0.040625	0.055298	-0.022737	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.108795	0.004131	0.044720	0.251019	0.019685	0.028882	0.037020	-0.170396	-0.279860	0.193358	0.005477	-0.000334	0.003217	-0.005643	-0.036971	-0.002039	-0.001478	-0.009254	-0.013277	0.006537	0.026486	-0.007930	0.020604	-0.092848	0.038995	-0.020420	-0.002976	0.032715	0.040132	-0.031644	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107186	0.004138	0.045345	0.251047	0.016139	0.028577	0.036992	-0.171570	-0.281171	0.194000	0.006829	-0.000731	-0.001772	-0.010335	-0.039640	-0.002647	0.000085	-0.027098	-0.022614	-0.016097	0.024894	-0.006148	0.015433	-0.094659	0.028096	-0.017598	-0.001121	0.023362	0.034084	-0.053171	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.156332	2.914188	0.353962	0.028006	0.064893	0.240646	-0.066028	0.114001	0.023598	-0.155829	0.633609	-1.430943	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.108795	0.004131	0.044720	0.251019	0.019685	0.028882	0.037020	-0.170396	-0.279860	0.193358	0.005477	-0.000334	0.003217	-0.005643	-0.036971	-0.002039	-0.001478	-0.009254	-0.013277	0.006537	0.026486	-0.007930	0.020604	-0.092848	0.038995	-0.020420	-0.002976	0.032715	0.040132	-0.031644	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107186	0.004138	0.045345	0.251047	0.016139	0.028577	0.036992	-0.171570	-0.281171	0.194000	0.006829	-0.000731	-0.001772	-0.010335	-0.039640	-0.002647	0.000085	-0.027098	-0.022614	-0.016097	0.024894	-0.006148	0.015433	-0.094659	0.028096	-0.017598	-0.001121	0.023362	0.034084	-0.053171	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.105725	0.004260	0.045567	0.250713	0.006003	0.028637	0.037051	-0.173913	-0.285674	0.190735	0.009407	0.000741	-0.008203	-0.004523	-0.061194	0.002876	0.001055	-0.044585	-0.035413	-0.045928	0.025553	-0.003672	0.011441	-0.093553	0.027821	-0.014372	0.001292	0.015543	0.038511	-0.082694	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
2.163468	2.898393	0.441506	-0.058295	0.390151	0.392166	0.134624	-0.042994	-0.207986	0.402237	0.953169	0.659126	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107186	0.004138	0.045345	0.251047	0.016139	0.028577	0.036992	-0.171570	-0.281171	0.194000	0.006829	-0.000731	-0.001772	-0.010335	-0.039640	-0.002647	0.000085	-0.027098	-0.022614	-0.016097	0.024894	-0.006148	0.015433	-0.094659	0.028096	-0.017598	-0.001121	0.023362	0.034084	-0.053171	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.105725	0.004260	0.045567	0.250713	0.006003	0.028637	0.037051	-0.173913	-0.285674	0.190735	0.009407	0.000741	-0.008203	-0.004523	-0.061194	0.002876	0.001055	-0.044585	-0.035413	-0.045928	0.025553	-0.003672	0.011441	-0.093553	0.027821	-0.014372	0.001292	0.015543	0.038511	-0.082694	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.104487	0.004487	0.045684	0.250525	-0.003003	0.029061	0.037305	-0.176974	-0.290088	0.182739	0.006175	0.002401	-0.000820	0.001641	-0.062651	0.007267	0.001734	-0.029584	-0.033203	-0.071943	0.030939	-0.003375	0.012538	-0.088862	0.035592	-0.012663	0.001479	0.015689	0.054782	-0.101474	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
2.163468	2.898393	0.441506	-0.058295	0.390151	0.392166	0.134624	-0.042994	-0.207986	0.402237	0.953169	0.659126	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107186	0.004138	0.045345	0.251047	0.016139	0.028577	0.036992	-0.171570	-0.281171	0.194000	0.006829	-0.000731	-0.001772	-0.010335	-0.039640	-0.002647	0.000085	-0.027098	-0.022614	-0.016097	0.024894	-0.006148	0.015433	-0.094659	0.028096	-0.017598	-0.001121	0.023362	0.034084	-0.053171	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.105725	0.004260	0.045567	0.250713	0.006003	0.028637	0.037051	-0.173913	-0.285674	0.190735	0.009407	0.000741	-0.008203	-0.004523	-0.061194	0.002876	0.001055	-0.044585	-0.035413	-0.045928	0.025553	-0.003672	0.011441	-0.093553	0.027821	-0.014372	0.001292	0.015543	0.038511	-0.082694	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.104487	0.004487	0.045684	0.250525	-0.003003	0.029061	0.037305	-0.176974	-0.290088	0.182739	0.006175	0.002401	-0.000820	0.001641	-0.062651	0.007267	0.001734	-0.029584	-0.033203	-0.071943	0.030939	-0.003375	0.012538	-0.088862	0.035592	-0.012663	0.001479	0.015689	0.054782	-0.101474	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
2.176868	2.596005	0.211063	0.009663	0.836234	0.174900	2.552828	-0.330537	-0.270827	0.763346	-0.067239	2.396010	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102447	0.004823	0.047598	0.250948	-0.012341	0.029461	0.037436	-0.179283	-0.294291	0.171713	0.015274	-0.000109	0.010387	-0.003325	-0.042906	0.001076	-0.000990	-0.011682	-0.007508	-0.025689	0.033618	-0.004334	0.014796	-0.085092	0.046369	-0.013522	-0.000876	0.022298	0.069175	-0.083401	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102039	0.004914	0.047980	0.251032	-0.015833	0.029541	0.037471	-0.179817	-0.295107	0.168999	0.016184	0.000222	0.011508	-0.003822	-0.032557	0.000457	-0.000215	-0.006752	-0.005287	-0.014783	0.040184	-0.007674	0.025043	-0.078716	0.060952	-0.017608	-0.006571	0.035812	0.085361	-0.041403	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.098322	0.004690	0.051668	0.251025	-0.017185	0.029314	0.036856	-0.178810	-0.292629	0.169377	0.027442	-0.008353	0.061870	0.006946	0.048740	-0.021590	-0.010723	0.063883	0.067868	0.108096	0.048841	-0.018507	0.039409	-0.068006	0.112500	-0.026867	-0.014322	0.062645	0.100775	0.045797	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.176868	2.596005	0.211063	0.009663	0.836234	0.174900	2.552828	-0.330537	-0.270827	0.763346	-0.067239	2.396010	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102447	0.004823	0.047598	0.250948	-0.012341	0.029461	0.037436	-0.179283	-0.294291	0.171713	0.015274	-0.000109	0.010387	-0.003325	-0.042906	0.001076	-0.000990	-0.011682	-0.007508	-0.025689	0.033618	-0.004334	0.014796	-0.085092	0.046369	-0.013522	-0.000876	0.022298	0.069175	-0.083401	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102039	0.004914	0.047980	0.251032	-0.015833	0.029541	0.037471	-0.179817	-0.295107	0.168999	0.016184	0.000222	0.011508	-0.003822	-0.032557	0.000457	-0.000215	-0.006752	-0.005287	-0.014783	0.040184	-0.007674	0.025043	-0.078716	0.060952	-0.017608	-0.006571	0.035812	0.085361	-0.041403	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.098322	0.004690	0.051668	0.251025	-0.017185	0.029314	0.036856	-0.178810	-0.292629	0.169377	0.027442	-0.008353	0.061870	0.006946	0.048740	-0.021590	-0.010723	0.063883	0.067868	0.108096	0.048841	-0.018507	0.039409	-0.068006	0.112500	-0.026867	-0.014322	0.062645	0.100775	0.045797	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.459954	2.800124	-0.579751	0.786379	-1.377884	-1.396372	-2.946423	0.251162	0.105987	-2.050073	-3.151106	-3.874285	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.098322	0.004690	0.051668	0.251025	-0.017185	0.029314	0.036856	-0.178810	-0.292629	0.169377	0.027442	-0.008353	0.061870	0.006946	0.048740	-0.021590	-0.010723	0.063883	0.067868	0.108096	0.048841	-0.018507	0.039409	-0.068006	0.112500	-0.026867	-0.014322	0.062645	0.100775	0.045797	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.093120	0.003959	0.059578	0.256209	-0.011204	0.027912	0.035763	-0.172235	-0.282755	0.192063	0.030312	-0.004092	0.053646	0.030008	0.057218	-0.014024	-0.013402	0.031514	0.059131	0.116894	0.043809	-0.017768	0.032172	-0.073050	0.108576	-0.025731	-0.013448	0.056685	0.090847	0.025043	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088759	0.003441	0.064916	0.259524	-0.001598	0.026614	0.034236	-0.168617	-0.277073	0.207263	0.024318	-0.003666	0.022813	0.016610	0.059462	-0.008382	-0.009599	0.001756	0.005215	0.085670	0.034761	-0.010045	0.023084	-0.086243	0.109170	-0.025979	-0.013563	0.044353	0.042335	0.007671	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.283018	2.984014	-0.579797	0.513446	-1.710780	-1.406778	-5.575370	0.580099	0.657297	-2.472090	-1.363319	-5.695682	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.093120	0.003959	0.059578	0.256209	-0.011204	0.027912	0.035763	-0.172235	-0.282755	0.192063	0.030312	-0.004092	0.053646	0.030008	0.057218	-0.014024	-0.013402	0.031514	0.059131	0.116894	0.043809	-0.017768	0.032172	-0.073050	0.108576	-0.025731	-0.013448	0.056685	0.090847	0.025043	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088759	0.003441	0.064916	0.259524	-0.001598	0.026614	0.034236	-0.168617	-0.277073	0.207263	0.024318	-0.003666	0.022813	0.016610	0.059462	-0.008382	-0.009599	0.001756	0.005215	0.085670	0.034761	-0.010045	0.023084	-0.086243	0.109170	-0.025979	-0.013563	0.044353	0.042335	0.007671	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086336	0.003337	0.066954	0.261011	0.003619	0.025288	0.033123	-0.168548	-0.276663	0.214325	0.016739	0.000797	-0.015865	0.000614	0.003155	-0.008515	-0.009800	-0.044143	-0.032281	-0.013418	0.024562	0.000607	0.002564	-0.106461	0.064430	-0.021284	-0.011029	0.016784	-0.000343	-0.051362	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.265760	3.007416	-0.047069	-0.029516	-0.923739	-0.632856	-4.399044	0.428479	0.621613	-1.725867	0.971854	-4.736447	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088759	0.003441	0.064916	0.259524	-0.001598	0.026614	0.034236	-0.168617	-0.277073	0.207263	0.024318	-0.003666	0.022813	0.016610	0.059462	-0.008382	-0.009599	0.001756	0.005215	0.085670	0.034761	-0.010045	0.023084	-0.086243	0.109170	-0.025979	-0.013563	0.044353	0.042335	0.007671	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086336	0.003337	0.066954	0.261011	0.003619	0.025288	0.033123	-0.168548	-0.276663	0.214325	0.016739	0.000797	-0.015865	0.000614	0.003155	-0.008515	-0.009800	-0.044143	-0.032281	-0.013418	0.024562	0.000607	0.002564	-0.106461	0.064430	-0.021284	-0.011029	0.016784	-0.000343	-0.051362	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083186	0.004294	0.063144	0.256922	0.001803	0.024344	0.031866	-0.177404	-0.287147	0.206675	0.000976	0.010432	-0.065098	-0.048096	-0.106467	-0.002596	0.001230	-0.107358	-0.080000	-0.123828	0.012535	0.007511	-0.019819	-0.123909	-0.019113	-0.011459	0.000291	-0.012208	-0.010732	-0.130912	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.390512	2.930269	0.497484	-0.088643	0.236946	0.108381	0.100880	0.067812	0.053474	-0.411581	2.209895	-0.976281	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086336	0.003337	0.066954	0.261011	0.003619	0.025288	0.033123	-0.168548	-0.276663	0.214325	0.016739	0.000797	-0.015865	0.000614	0.003155	-0.008515	-0.009800	-0.044143	-0.032281	-0.013418	0.024562	0.000607	0.002564	-0.106461	0.064430	-0.021284	-0.011029	0.016784	-0.000343	-0.051362	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083186	0.004294	0.063144	0.256922	0.001803	0.024344	0.031866	-0.177404	-0.287147	0.206675	0.000976	0.010432	-0.065098	-0.048096	-0.106467	-0.002596	0.001230	-0.107358	-0.080000	-0.123828	0.012535	0.007511	-0.019819	-0.123909	-0.019113	-0.011459	0.000291	-0.012208	-0.010732	-0.130912	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082217	0.005503	0.054095	0.246048	-0.015379	0.024785	0.031906	-0.190007	-0.301239	0.187575	0.001144	0.010698	-0.087120	-0.095191	-0.208858	0.000438	0.003729	-0.121706	-0.114434	-0.201870	0.010808	0.005827	-0.025641	-0.123224	-0.072756	-0.005002	0.010260	-0.027391	0.019007	-0.188069	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
